Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
0.98,4.417547797577541e-05,0.0013665180087669162,-0.003207918666001762
1.0,7.09901480174394e-05,0.001321243675375783,-0.0013195146731115955
1.02,9.606757652989598e-05,0.0011323220728480382,-0.01757264557966295
1.04,0.00011754373030941355,0.0011325053770281865,0.01759097599767777
1.06,0.0001415105960755709,0.0011541093508904501,-0.015430578611451407
1.08,0.00016111345971656064,0.0007865166304820767,-0.02132869342938593
1.1,0.00017440726871712205,0.0006343250234139191,0.006109532722570141
1.12,0.0001876569819454146,0.0006577116101903453,-0.0037708740449275678
1.14,0.00019837594319610857,0.0003301297076726838,-0.028987316206838556
1.16,0.00019798945492785714,-0.00042835949351469386,-0.04686160391189921
1.18,0.00018342970177513478,-0.0008586279467599728,0.0038347585873713397
1.2,0.00016513815441671306,-0.001064823796117029,-0.024454343523076887
1.22,0.00013952034378798313,-0.0014684805668446653,-0.015911333549686702
1.24,0.00010650760874660345,-0.0018558357870207525,-0.022824188467921995
1.26,6.697236240481113e-05,-0.001990373492548123,0.009370417915185059
1.28,3.089722689354665e-05,-0.0015242275207452778,0.03724417926509943
1.3,4.321199668001985e-06,-0.0013103908349921375,-0.015860510689785338
